final_pre,label
0.9882585,0.99472
2.7346908,2.7288
2.6437177,2.6489
2.2777934,2.2763
2.3909254,2.3932
1.7779956,1.7774
0.9975469,1.0048
2.9446644,2.9412
2.3183231,2.31764
2.0685774,2.06492
1.7551362,1.7593
1.5305097,1.5317
4.2938511,4.2953
1.9260789,1.9219
1.2075289,1.1984
3.4297696,3.4367
3.5872302,3.5841
1.4800928,1.48474
2.7268767,2.7424
1.5267414,1.52858
0.5135344,0.51222
0.3895257,0.3935
2.702151,2.7024
1.0849647,1.084
2.9300919,2.9275
2.7373955,2.7358
1.7778065,1.7755
3.8943026,3.7488
3.4363682,3.4364
3.3473161,3.3469
2.1517127,2.1584
3.2948577,3.2934
-0.4374903,-0.4431
3.0990037,3.09612
3.6836359,3.6781
3.744295,3.7365
3.1041768,3.0968
2.9830612,2.97864
3.0066885,3.0028
3.6698333,3.66608
3.4685497,3.46686
3.6936254,3.69392
1.7874334,1.7872
3.0315387,3.0289
1.5061734,1.5116
1.769649,1.7722
1.15637,1.1608
3.1759645,3.173
3.0376519,3.04468
0.9177921,0.91552
5.3749745,5.37702
1.245293,1.2427
2.5283494,2.5253
5.2606836,5.25424
2.32612,2.3292
1.0154157,1.0185
3.6308161,3.6282
0.9925651,0.9977
3.1853866,3.18068
-1.3885176,-1.3693
0.848803,0.83898
1.2472383,1.25566
1.5095766,1.5108
2.9347139,2.9398
3.0010234,2.9977
0.3833096,0.3896
4.207528,4.2083
2.3867955,2.3919
5.0240087,5.01738
2.7765673,2.77634
3.8864425,3.88514
3.3215508,3.3165
1.7122344,1.714
1.1553722,1.1518
4.1269165,4.1224
3.8574154,3.856
1.9916486,1.99702
1.2372352,1.2348
2.8709832,2.87172
2.3668478,2.37132
3.1481666,3.1494
1.9878625,1.9877
3.9585731,3.9583
1.9050137,1.91224
-0.6041102,-0.6173
3.2342963,3.2285
4.5503769,4.55
0.5281512,0.5336
0.3420094,0.3496
2.1732224,2.1765
2.6891613,2.6814
3.9756486,3.9845
2.1795798,2.17362
2.7930035,2.7893
3.7397584,3.74584
0.8473319,0.84598
4.2753328,4.2784
1.7354172,1.7336
1.7459582,1.7409
2.3450644,2.3464
2.341658,2.3512
2.4767251,2.4788
4.0753743,4.07782
1.9843731,1.98172
3.2072468,3.2026
4.3249457,4.3253
3.0631429,3.054
2.3465423,2.34772
2.2530653,2.2559
1.901947,1.9071
3.8662648,3.87002
3.4785125,3.48582
2.8789693,2.8781
1.3001107,1.2993
3.599333,3.6009
1.3562821,1.3645
3.5258012,3.52912
2.9713893,2.9713
1.053139,1.0506
2.8614968,2.86172
2.7201002,2.71802
3.0827577,3.08444
2.7251272,2.72402
1.9253576,1.92669
2.2570583,2.2513
2.3351574,2.3375
3.6746015,3.6745
3.1499423,3.1465
1.6191922,1.6171
2.7869018,2.7867
-0.7645697,-0.7734
-0.2922883,-0.2921
-2.0130477,-2.0118
2.6689644,2.6679
-0.1548103,-0.1532
2.6031163,2.6015
1.8435141,1.8457
1.5996579,1.60398
0.6689816,0.6606
3.2901207,3.286
2.409382,2.4064
3.7977431,3.80182
1.4577095,1.4508
2.4138718,2.40912
3.8888271,3.8941
2.3636496,2.3591
3.5397766,3.5421
2.069584,2.0771
3.8852081,3.8796
1.6827326,1.6798
3.8846141,3.89452
-2.4088556,-2.41362
2.7517361,2.7573
1.3379477,1.3432
2.733228,2.7286
3.024432,3.0224
1.3509131,1.3477
2.8407156,2.8356
2.4625458,2.4657
2.2283908,2.17561
3.8516049,3.85452
0.3257636,0.31692
1.4361511,1.4455
3.9605435,3.9549
3.1019445,3.1007
5.0972768,5.09148
1.0978315,1.1002
3.0717808,3.06732
4.7419925,4.74704
0.4728525,0.46668
4.6097324,4.61284
3.7884982,3.79418
1.163042,1.1676
-1.0694586,-1.0758
3.1062156,3.097
3.8840982,3.8794
0.9910384,0.99072
2.0375385,2.0413
1.5503578,1.547
2.5283871,2.52682
3.8770329,3.8682
-2.2595308,-2.2647
3.7706448,3.77262
0.3377519,0.3372
3.190429,3.185
3.1497782,3.14842
2.7823432,2.78302
2.4758472,2.4772
3.7089936,3.7044
-0.4790669,-0.4795
3.6672734,3.67152
0.9305997,0.9251
2.054918,2.0539
1.857041,1.8634
2.6448699,2.6392
1.5262712,1.5217
4.8954901,4.8898
1.2888489,1.28628
4.0554907,4.0554
3.4505651,3.4517
2.9077242,2.90332
1.2788868,1.28626
3.751781,3.75672
4.2261416,4.23452
3.0225153,3.0247
2.4432903,2.44382
3.4412962,3.4381
2.5194775,2.51874
-1.6130008,-1.6126
2.125363,2.1261
4.3727946,4.36804
0.4469784,0.4502
0.7884806,0.7809
2.7698213,2.7612
3.0874429,3.09092
4.196132,4.1975
3.2307512,3.2309
2.1803277,2.18182
3.0609458,3.05942
-0.5187616,-0.5096
2.0085394,2.0102
2.4761049,2.4849
2.8055504,2.80282
3.8488289,3.8451
3.3027924,3.2966
-0.0685164,-0.06572
3.1600467,3.1636
4.5004948,4.4973
1.5392323,1.54312
1.4709239,1.4747
4.1551365,4.15408
3.3491816,3.34912
4.2299148,4.2333
4.4490389,4.44888
2.4204396,2.41792
2.8056441,2.8044
4.2033999,4.21732
2.3046839,2.30404
4.2727708,4.27212
3.6565473,3.6536
3.5457623,3.54512
3.1818256,3.17454
3.4654176,3.4511
2.1028696,2.1085
3.0796708,3.07602
2.561756,2.555
1.2910654,1.29572
2.6862114,2.6785
0.6629515,0.6707
1.8249784,1.825
3.6766493,3.6709
1.8084715,1.81432
2.9743393,2.9733
2.8123962,2.8111
3.4373147,3.4349
4.0664722,4.06824
3.0315263,3.02842
2.7824957,2.7867
3.2672634,3.2715
3.1865086,3.1644
3.3957627,3.39561
2.4658168,2.4702
1.9485772,1.94778
3.0068601,2.9985
3.7638148,3.765
2.7612191,2.7595
0.5562576,0.55612
2.2586712,2.2601
3.4714193,3.47032
3.1808487,3.1778
4.4069014,4.403
-0.6068858,-0.7273
2.8008845,2.8006
4.1735907,4.1758
3.6440222,3.64724
4.1007824,4.09738
1.5301208,1.52362
1.8280351,1.82562
3.1651115,3.1665
0.8263559,0.8238
1.9536287,1.9628
2.50117,2.496
-0.8776815,-0.88118
3.5538417,3.5629
1.2455793,1.2414
-0.2192086,-0.2131
3.321223,3.3209
2.526833,2.5224
2.1728501,2.17382
4.4094876,4.40969
2.5146076,2.5142
3.5332257,3.5318
0.9715951,0.9722
-0.0056056,-0.0067
2.4985816,2.5082
2.2780332,2.2791
2.4796483,2.47408
2.1450241,2.1478
3.0920262,3.09372
2.0337735,2.0344
2.4897753,2.4874
2.5192404,2.5202
2.7036307,2.7101
3.0281046,3.02612
3.6953573,3.69594
2.7046198,2.69952
2.1711419,2.1698
2.260636,2.27061
2.0295785,2.036
2.7127833,2.7157
1.8037699,1.8
0.3308261,0.3237
3.7561323,3.7497
2.9493296,2.9454
1.4709648,1.4693
1.1440881,1.1455
1.7993212,1.8046
1.3106167,1.3082
2.4148586,2.4097
2.5865733,2.5787
0.2629033,0.2689
4.5573238,4.5508
3.7476108,3.7452
5.0119231,5.02122
2.4677758,2.4677
3.0410519,3.04192
3.2618078,3.2661
1.0572449,1.06564
2.218107,2.22092
2.9107124,2.9102
0.8524672,0.8573
2.7969522,2.79402
0.3662387,0.3665
1.2062233,1.20144
2.9080277,2.9051
3.2597406,3.2574
3.0861646,3.08618
1.9008513,1.8965
1.0499489,1.0509
2.7606259,2.76624
1.4470882,1.446
1.6015582,1.5986
2.1584586,2.1596
4.1832712,4.1798
2.8588383,2.862
-0.1698469,-0.1789
4.0337069,4.03194
4.3700849,4.39764
2.7993124,2.79472
0.2532542,0.2482
2.4410577,2.437
2.7216314,2.72562
2.6793869,2.6747
3.3838049,3.3763
1.437417,1.43324
2.8173072,2.8241
2.0523998,2.05252
1.6745293,1.6772
4.7501368,4.7515
3.1590959,3.1594
3.3525812,3.3547
2.0977593,2.1065
4.7942875,4.8034
3.9018156,3.9118
0.0522907,0.0516
2.8000349,2.80142
0.0838567,0.0793
4.3940086,4.3919
2.5097265,2.5086
3.4143826,3.4215
2.5414163,2.54579
1.3593366,1.35904
1.5080734,1.5055
1.7935249,1.7998
0.7443928,0.7434
3.6497742,3.6524
2.8361059,2.8398
2.6456219,2.6407
3.824098,3.8148
3.3354764,3.3289
4.2114949,4.2181
2.9913345,3.02
1.8444874,1.8456
1.3512919,1.3513
2.0662673,2.0681
-0.561187,-0.5714
3.3190743,3.3209
3.6706446,3.6782
1.9497876,1.9445
3.3924614,3.3981
2.798995,2.7996
2.4781417,2.47672
1.5096633,1.51788
2.9904688,2.9912
3.5788716,3.5793
4.4449862,4.438
0.7112899,0.7091
1.7827132,1.7828
2.8013825,2.80022
2.955865,2.9537
0.8473252,0.8497
5.1704932,5.1588
3.6364631,3.63524
3.1198458,3.114
3.2667337,3.2688
2.8703205,2.8755
3.8832702,3.88332
2.0945039,2.0993
1.4382402,1.4421
-0.4236447,-0.4198
2.2059728,2.2133
3.5466221,3.541
1.2282679,1.2317
4.2816741,4.28276
4.2410347,4.24362
2.4043403,2.40164
-0.5247858,-0.5234
1.8105162,1.803
1.5228519,1.5267
1.7638276,1.7585
0.2411353,0.2434
3.8756918,3.8723
4.0165365,4.01702
-1.6714828,-1.65108
2.5422324,2.5354
0.7156398,0.7152
0.3015375,0.2917
3.5360808,3.5302
-0.2386467,-0.2336
1.4447528,1.4458
1.91794,1.9193
3.3502862,3.3501
2.3537695,2.359
3.818944,3.8107
4.4336164,4.4283
0.6629991,0.67352
1.729354,1.72102
3.2304529,3.2328
2.5448028,2.5444
3.3220532,3.3238
-0.3169469,-0.3208
2.3059085,2.3005
2.582249,2.58178
1.1012174,1.0998
2.5716713,2.5696
1.4117761,1.4121
2.7815283,2.7827
1.7593644,1.7514
-1.320989,-1.3266
2.8111298,2.81014
1.5586153,1.5507
2.4587439,2.4586
3.5092776,3.50592
0.5090992,0.50248
2.4034518,2.3987
3.9745907,3.97128
1.7010105,1.70098
1.1876148,1.1839
3.3402122,3.33902
2.8980607,2.90668
4.1849318,4.1789
1.4839481,1.49102
3.5146898,3.5144
1.8602314,1.8663
2.478235,2.4856
-0.6244275,-0.631
3.0088649,3.0116
2.8750419,2.8664
3.904761,3.9042
4.1721566,4.16612
2.7920737,2.7833
3.9251616,3.92112
3.0238963,3.0258
0.3860103,0.3848
2.0040836,1.99734
2.7615705,2.7643
1.5186174,1.52794
0.7721771,0.7635
2.2467676,2.25292
4.9161645,4.92602
2.6926964,2.68692
3.6468429,3.6418
0.9083602,0.9123
3.0938898,3.09278
3.5902452,3.5841
2.0049985,2.0145
3.6807069,3.6714
4.0802554,4.0809
3.470668,3.4719
2.680456,2.6864
3.3956182,3.40344
2.5190705,2.5163
3.7549743,3.76714
3.7054999,3.71352
2.8638769,2.85972
2.7781956,2.7715
5.5123336,5.50072
-1.462334,-1.4248
4.0035344,4.1666
3.0057639,3.00852
-0.5163824,-0.5192
1.0685745,1.0684
1.4563406,1.4521
1.9101571,1.90792
3.2135738,3.20528
3.8379253,3.82812
2.8240854,2.82684
4.780455,4.7778
2.1948373,2.2001
4.4923356,4.4863
1.2341509,1.23978
4.3900759,4.3888
4.9313527,4.9369
-0.1661943,-0.1653
4.2869318,4.2865
2.5678229,2.57352
1.2947327,1.29816
1.6731489,1.66672
4.5511511,4.54582
0.8024428,0.8026
1.6546707,1.6638
1.2064255,1.20698
1.4264663,1.4302
3.8401221,3.83126
2.6113336,2.61252
0.8756584,0.87706
1.8610594,1.8567
4.0983718,4.10022
2.3828316,2.3855
3.4963719,3.4992
2.7612268,2.76318
0.3856167,0.3841
1.9704335,1.9712
0.6228168,0.6265
2.3795917,2.38134
3.4137001,3.4076
1.4856617,1.4796
3.7803169,3.779
1.2257121,1.2161
2.9974543,2.9938
2.3677145,2.3658
3.2149751,3.21974
4.3675505,4.37652
3.8991694,3.89952
2.4116529,2.41112
3.0516634,3.0584
0.9805718,0.98402
-0.3049261,-0.306
-0.9338676,-0.83698
